texto,etiqueta
"You explained this so well, thank you!",neutral
كبير آسيا مباراة للتاريخ ❤,positivo
This match was the best entertaining in this tournament,positivo
GRANDE RESULTADO 3 GOLS DE BRASILEIROS 😊🇧🇷☝️,positivo
diosssss amo el fútbol,positivo
Cómo se ve la ausencia de oooh Kevin de bruyne oooh Kevin de bruyne,positivo
Indonesia hadir 🇲🇨,negativo
"Your videos are always so helpful, thank you!",positivo
9:28 que se comio un trozo de jamon?,negativo
"Wow, amazing",positivo
No es sorpresa se veía venir ese equipo le jugó bien contra el real Madrid. Está en este torneo para ganar no para participar y ya,negativo
Ese portero debe de ir a un equipo de elite de Europa.,positivo
Que buen entrenador es Simone inzaghi en el Al hiral,positivo
"Cristiano Ronaldo tenía 100% de razón la liga Árabe es muy buena, CR7 siempre con la verdad 😁🙌🏼👍",positivo
City needs a new goalkeeper and CB how long will it take 😢,negativo
Ronaldo tenía razón cuando dijo que la liga árabe es mejor que la mls,positivo
"Loved this video, keep up the great work!",positivo
"El fútbol arabe esta dando pasos de gigante, que gran partido",positivo
Bien echo para que los europeos no se sientan invencibles 👍👍👍,positivo
"Al Hilal, Al Ittihad y Al Ahli son equipazos nivel Tottenham, Roma o Athletic.... no son   las bandas de la MLS o Sudamérica",positivo
"Thanks for sharing this, learned a lot.",positivo
"Guardiola sin Negreiras, fichajes fraudulentos o sin entrenar a un equipo lleno de super estrellas es un entrenador del montón",negativo
bono porterazo,negativo
"😂😂😂😂😂 ahora el indepe sabiondo se irá a Arabia saudí, allí con más dinero podrá inventar de nuevo el futbol😂😂😂😂😂",negativo
El piedra papel o tijeras del Mundial de Clubes,neutral
Atleti: *Procede a renovarle 10 temporadas mas al Cholo*,positivo
"Es la cadena alimenticia del fútbol,no lo entenderían",negativo
"Davo Xeneize: ""El atletico va a llegar lejos en este mundial de clubes""",positivo
"Fans: Como? Como? ... COMO!🗣️🔥
Equipos: No lo se🗣️🔥",positivo
EL VERDADERO PIEBRAS PAPEL Y TIJERAS🗣🔥🔥🔥,negativo
El campeon de la champions le ganó al sin champions pero el campeón de la champions perdió contra el campeón de la Libertadores y el campeón de la Libertadores perdió contra el sin champions 😮‍💨,neutral
Grande el botafogo dejándose perder para que el atlético se vaya a casa con al menos 6 puntos 😎,negativo
Seattle Saunders vendría a ser los objetos con los que se golpean 😂,negativo
Fútbol champagne 🗿🚬🧐🍷,positivo
Jajaj😂 es cierto. Podría ver este short por todo un día,positivo
El c@daver del Seattle Sounders en la esquina 🥀💀,negativo
No preguntes solo disfrútalo 😂,positivo
XD y yo esperando a que Botafogo ganase😢,negativo
Alguien se acuerda del Seattle Sounders?,positivo
Esta escena es la definitivamente la mejor forma de representar a esos tres 😆,positivo
En el meme Tom Botafogo le pega a los dos.😂😂,positivo
Jajaja simplemente la mejor escena que podías poner 😂.,positivo
Doloroso lo de los colchoneros salir eliminados con 6 puntazos en el bolsillo,negativo
"Para mí Spike debería ser el Atlético Madrid, es el único que es golpeado y no está golpeando nadie.",positivo
"Piedra,papel y tijeras be like:",negativo
Quedar eliminado con 6 puntos de 9 posibles 😂😂😂 solo al Atletico de madrid le pasan esas cosas,negativo
"Собака:лидер по исцелению
Том: лидер по урону
Джерри: звездный игрок",neutral
El Seattle Sounders: Estoy invisible o que? 🤨 (Humor),positivo
Esta es probablemente la mejor manera de describir esta situación.,neutral
"El psg es piedra
El atlético es tijera y 
El botafogo es papel jajajajaja",positivo
Mis Seattle Sounders muerto,negativo
"El Seattle Sounders celebrando su copa  *""No me anotaron 4 como al Atleti""* 🏆",positivo
El botafogo jugo con suplentes re tranquilo para mi,negativo
No pudiste haber encontrado un mejor meme😂 le quedó perfecto jajaja,positivo
ارواح انتا وفهمها😂,negativo
El que hizo este video estuvo dos horas pensando cuál sería cuál,neutral
Ese escudo es del bilbao,neutral
imaginate quedar afuera con 6 puntos ☠️,negativo
Nunca vi una representación tan gráfica,positivo
"El atlético tendria que ser el perro, q no pega un golpe xD",negativo
Lo más gracioso es el PSG que al fin vende humo de la forma más absurda 😂😂😂,positivo
"El Seattle Sounders:OIGAN,¿Puedo jugar😢?",negativo
"El primero lo jugo en serio, el segundo lo jugo sin ganas el tercero lo jugo en serio.",neutral
La mejor representación del grupo:,positivo
Tom farmeando doble golpe: 🤑🤑,negativo
Ni siquiera yo entiendo lo random que está siendo este mundial de clubes 😅😅,neutral
Jajajajja al atlético lo ponen a yerry como el equipo chico al lado de ellos 😂😂😂😂,positivo
Y el sounders?,neutral
"Seattle Sounders: Aqui vine a pasear en mis vacaciones antes de que empieze la Leagues Cup y la MLS tambien 
😎🚬👍🏻",positivo
Me acuerdo cuando utilizaste este mismo meme pero en el mundial del 2022❤,neutral
Alguien quiere pensar en el Seattle Sounders...,neutral
es magnífico ver estos vídeos.,positivo
Madureira: eu sou... INEVITAVEL,positivo
Me acavaba de tocar el mismo arriba,positivo
no sería Botafogo al PSG y PSG al atleti,negativo
Seattle sounders:creo que se olvidan de alguien🗣🗣,neutral
El Seattle sonder regalando sus 3 puntos a los 3,negativo
"Triple empate 😱 ,los 3 con 6 puntos el grupo mas loco .",positivo
La subtrama del Seattle Sounders: no se preocupen por mi yo ya estoy muerto 🥲☠️,negativo
Cierto es que el psg estaban jugando fútbol borracho por que sino no entiendo esta comedia 😂😂,positivo
"El settle Sounders : y qué más da, irme para casa",negativo
Pero te olvidaste de Chelsea,neutral
Ke lindo que le dan al ratón 😂,positivo
"El perro al gato, el gato al ratón, el ratón a la araña, la araña a la mosca, la mosca a la rana que estába sentada debajo del aguaa.",positivo
"Melhor representacao, impossivel😂😂😂😂😂",positivo
"piedra, papel o tijeras",neutral
"La animación no da, porque el gato golpea a ambos",negativo
Piedra papel o tijera,neutral
Botafogo: es que a veces soy una cosa pero bárbara 😂,positivo
Fue el verdadero grupo de la muerte.,positivo
"Atlético de Madrid Tijera
Psg Piedra

Botafogo Papel",neutral
"basicamente piedra, papel o tijera",neutral
El meme esta mal porque el perro no le pega a nadie el raton le pega a el gato y el gato le pega a los dos,negativo
"Botafogo jugo tranquilo porque no necesitaba ganar para pasar, solo evitar ser goleado.",positivo
Eso es el futbol. Los partidos hay que jugarlos.,negativo
Si no me equivoco el Atleti nesesitaba golear al Botafogo para clasificar,neutral
"Ver la lista de los partidos x no
Escuchar el temazo😂😂😂",positivo
Grande atletico tenias que meter 1 gol mas🥶,negativo
Muy xd la verdad.,positivo
"pero que isiste, era al contrario entre botafogo y el paris",neutral
Cuando botaran a Simeone del Atlético??,negativo
Literal esos 3,positivo
"Botafogo: Chicos, sé lo que parece, pero en mí defensa debo decir que les juro que creí que era un amistoso XD",positivo
Jajajja muy bueno,positivo
Es lo mas hermoso del futbol,positivo
"Voy hacer sincero me he visto los partidos del psg y solo diré que están jugando como por jugar por que las opciones de gol que tienen y no finalizan es por que de seguro se la pasan en disfrute.
Por que equipo tienen para a ver ganado al botafogo.
Y al seatle hasta por goleada pero bueno.",negativo
Cosas del Botafogo,neutral
El Seattle: RIP,negativo
"es porque en cada partido de futbol no siempre puedes estar en tu prime, pero tu ranking en el futbol siempre se mantendra, ya q en cada copa mundial o copa america o lo q sea el ranking no importa, lo q importa es q el otro con un ranking bajo de lo mejor, es obvio q pase esto",positivo
Entonces si Botafogo hubiera querido habría ganado?,negativo
Enhorabuena muchachos: piedra papel o tijeras a sido actualizado🎉,positivo
Me pica el 😅😅,positivo
"Psg:papel
Botafogo:tijeras
Atle.de madrid:piedra",positivo
"Mas bien el perro deberia de ser el Atlético de Madrid, al menos PSG y Botafogo pasaron de fase de grupos. 😅",positivo
Se que este comentario no tiene nada que ver con el vídeo pero que temazo de Tom y Jerry,negativo
El Atletico De Madrid Jugo Con Todo Pero Ni Haci Pudimos Clasificar 💔😞💔😞,negativo
Más real No puede ser que por 1 Gol paso Botafogo y No el Atlético de Madrid🤫Sudamérica sorprende,positivo
El psg deberia de ser tom,negativo
El del medio deberia ser el atleti,positivo
"Lo mismo paso en la euro 2024
Austria 3-2 Paises bajos
Turquía 2-1 Austria
Paisea bajos 2-1 Turquía",neutral
Meme reciclado 😢,negativo
"Ok, este grupo si es un piedra, papel y tijeras. Y claro,  luego esta el Seattle Sounder que no le gana a nadie Xd.😅",positivo
So now atletico is the unofficial champions League winners,positivo
Jaj si asi😂,positivo
Así es el fútbol a veces. Sino como crees que Argentina fue campeón 😂,negativo
Bro el botafogo😢,negativo
Quiero que sepas que te quiero meter mi corazón a tu lado,positivo
"Botafogo: Clasificar goleandole al patetico de madrid? ¿Que hay de divertido en eso?, nono yo queria agregarle algo de sazón",negativo
KKJJJJJ el PSG no le pegaba a nadie no,negativo
Mejor sería que Tom  sea PSG por qué le gana a atlético de Madrid,positivo
JAJAJAJAJJA😂😂😂,positivo
Palmeiras 1-0 botafogo,neutral
Jajajajajaja,positivo
Está demostrado que América tiene los mejores jugadores del mundo,positivo
"Y eso que el Pachuca quedó en el puesto 16 de la tabla y son puros jóvenes de prepa que huelen  barbacoa 
( Le voy al Pachuca)",negativo
Jajajajjajajaj😂,positivo
Jajaja😂😂😂😂😂,positivo
Por qué el Botafogo puede contra los grandes de por allá pero no pudo contra el Pachuca en la intercontinental y aparte perdió 3 - 0 favor Pachuca,negativo
Botafogo ganó a París  está eliminado en 1/8 y París está en 1/4,neutral
Palmeiras se safou por um triz!,positivo
psg se dejo perder contra el botafogo para no volver a enfrentarse contra un europeo. Eso lo llamo pensar con la cabeza y no con los pies 👏👏,positivo
"Botafogo mata psg
Psg mata atletico madrid
Atletico madrid mata botafogo
Un piedra papel y tijeras de fútbol",positivo
Que ironía el patético gano al mejor de sudamérica que le gano al mejor de Europa y aun asi quedo eliminado como siempre .,negativo
"Aquí los que creen que parecía ese ritmo un cántico
👎",positivo
"el psg se dejo ganar para expulsar al atm, luis enrique es mas listo de lo que muchos piensan",negativo
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,positivo
Pachuca 3-0 Botafogo,neutral
Y los que se burlaban de boca donde están que su cagada de Botafogo igual iba hacer perder el invicto apuesto que le hubieran tirado flores lo único que saben es atacar a boca,negativo
VAMOS PARIS,positivo
Palmeiras 1 Botafogo 0🥶,neutral
"Platense le gano a racing racing le gano a botafogo botafogo le gano al psg 
Platense>>>psg",negativo
El psg no empezo el partido con varios titulares el botafogo no deberia confiarse,neutral
"Fácil explicar eso 
El PSG sabía como jugaba el atlético y por eso le ganó 
El PSG se confío con el Botafogo y termino perdiendo 
El atlético no se confío y ganó sin problemas al Botafogo",neutral
مشاهدة ممتعة من سياتل ساوندرز الامريكي 😂😂😂,positivo
El Botafogo ganará este mundial recuerden mis palabras,negativo
Al menos no se ilusionaron con ganar una copa américa y perdieron la final,negativo
El baile es parte de nuestra alegria futbolera🎉❤no es para provocar a ninguna seleccion😒porque no entienden????🎉❤,positivo
En Colombia se baila hasta preparando el almuerzo 😂😂😂 Colombia tierra querida ❤❤❤,positivo
Baile provocativo? En qué sentido la provocará porque nosotros bailamos hasta cuando suena una tapa 😂😂,positivo
Los colombianos nos bailamos hasta un minuto de silencio,positivo
"Colombia celebra bailando, como lo hacemos en muchas ilusiones, nunca para humillar a nadie, por qué será que nadie entiende",positivo
No tenemos la culpa de ser tan contentosos aquí hasta los conos bailan mami,positivo
"El baile no es para provocar, es para celebrar señora, no es idiosincrasia, es alegría",positivo
"No es provocativa señora, es nuestra idiosincrasia.",positivo
Que manía con decir que los bailes es provocación esa es nuestra forma de celebrar no joda,negativo
"El equipo colombiano se ha caracterizado por celebrar los goles con baile, no es para provocar sino para celebrar de una forma alegre. Cada equipo celebra sus goles como quiera,  los críticos deben respetar la esencia y estilo de cada equipo.",positivo
El baile en los goles es para celebrar no para burlarse de los rivales vale la aclaración,positivo
No se porque dicen que las celebraciones son provocativas si en casi todos los equipos de futbol hasta preparan bailes para celebrar los goles... a Colombia nos han bailado cantidad de veces en las celebraciones de goles de los otros equipos y no nos quejamos de eso....,positivo
En las eliminatorias pasadas nos cantaban eliminados hoy les bailamos... la mejor venganza es la q se sirve en plato frío nos vemos en las próximas eliminatorias chamos,positivo
